f1,f2,label
0.2433938268747951,0.49053221894557997,1
-0.08029888904860366,-0.5638453835183225,1
0.5601595749900615,0.836794708343117,0
0.512229843157835,0.15822453961639363,1
-0.4372341307442176,-0.3419254967127815,1
-0.8544813056139213,-0.4706318756282269,0
-0.8834196705761158,0.565492706179201,0
0.5935941236540639,0.8119965703511697,0
0.11910526377439552,0.5107218946214444,1
-1.0222215098472769,-0.16464436751312433,0
0.37015273375609503,0.42726954885535545,1
0.9873457609248043,0.1129290399613827,0
0.6175425553538852,-0.6815393031616417,0
0.43932997379777144,-0.24176119732270954,1
0.4484932229571109,0.8829694435924388,0
-0.05382966062766337,1.0282174083115871,0
-1.0344101551926415,0.1510431285690933,0
-0.5185802126898871,-0.8926767128568085,0
-0.8084698930264733,-0.5647183618080135,0
0.4554230436305088,-0.8264085888113117,0
-0.7691302540449991,0.6821498535483529,0
0.8546267132411086,0.4842237385055855,0
-0.200943671574575,1.0827654972671434,0
-0.2484909893102509,0.44993191811492106,1
0.42358988501228517,0.16954278984303142,1
0.05579085562955449,1.075537480659572,0
-0.28276093663391333,0.2919011782328289,1
0.4284323920398563,-0.22919078835803117,1
0.33849554754152633,1.0242681620094556,0
0.9713482146906663,-0.3782354470343363,0
-0.45764461788345034,0.2472303319023103,1
-0.7199394669317958,0.6186357649377394,0
0.8010110649023431,0.5168706363402547,0
0.12394249390751708,0.504820905744009,1
0.8983255658450234,0.17717168073080028,0
-0.6761440056037228,0.7456960390482377,0
0.3808652971696924,0.16338648478964238,1
-0.432815039161187,-0.20442131147149165,1
0.04313443500870885,-1.0168105792662776,0
-0.00711302842386991,0.5118935614805116,1
0.9618746603929393,0.309819107092275,0
0.39736697742421595,-0.30707536409049935,1
-0.44068658752852685,-0.06357873401082104,1
0.2540064960847017,-0.5048520371581726,1
0.9785471659099384,-0.08596347757573129,0
0.21876582839666703,0.26698305504889563,1
0.11862704828186191,1.0336706272950396,0
-0.0008164415097675418,1.0077189108861844,0
-0.00949610447823327,0.5087095538182678,1
-0.02522380406711732,-0.416558432670212,1
-0.4965701754393618,0.1307304522465872,1
-0.30420009343299637,-0.29633307668150066,1
-0.6508036917523857,0.8704256397195808,0
0.4040533161047096,0.9123794029905268,0
-0.21657157500890456,-0.49941113076699506,1
0.6245233147523158,-0.72072436040918,0
-0.7082122621870754,0.6716377761333723,0
-0.521829727357427,-0.8615703642201591,0
-0.8555157144961034,-0.5154533103512057,0
1.021550213097689,-0.13591615498179707,0
-0.36938622057194503,0.9678333146971588,0
0.9011182372691204,0.24201275667935648,0
-0.31160201063692944,0.984302560750518,0
-0.9271934428881471,-0.35783797006232165,0
0.953468566507808,0.3319916452456362,0
0.14105825233033353,-0.3046017462730447,1
-0.48756247362675015,-0.31737568781249514,1
-0.36812115220825514,-1.0051584420092343,0
-0.40722606295748803,0.8226527091177721,0
0.15049536696428273,-0.4958337464649635,1
0.8952121742174551,-0.47767188056477716,0
-0.0639667659437528,0.5156743295584336,1
0.5088847009481592,-0.976098289442523,0
0.9727459540694898,0.22104981662767714,0
-0.5134988354497156,-0.8842464644935294,0
0.6961441663524928,-0.6623021275122919,0
-0.07116401067176721,0.5052573750257633,1
-0.4213916269722313,-0.43541887330896883,1
